trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
6174,False,"{'a': 0.9, 'e': 0.0020828877641168243}",20,6,24.970417596143648,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6175,False,"{'a': 0.9, 'e': 0.0020808059174495293}",35,17,32.58222692829938,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6176,False,"{'a': 0.9, 'e': 0.002078726151588324}",20,9,19.538973417363046,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6177,False,"{'a': 0.9, 'e': 0.0020766484644534427}",20,14,11.091740514299254,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6178,False,"{'a': 0.9, 'e': 0.002074572853967201}",20,6,24.808878017204954,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6179,False,"{'a': 0.9, 'e': 0.0020724993180539844}",25,16,19.604364411392375,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6180,False,"{'a': 0.9, 'e': 0.0020704278546402606}",30,16,24.262644888053174,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6181,False,"{'a': 0.9, 'e': 0.002068358461654562}",25,10,25.037480297431916,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6182,False,"{'a': 0.9, 'e': 0.002066291137027497}",25,16,17.565962155987375,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6183,False,"{'a': 0.9, 'e': 0.0020642258786917433}",25,13,20.78967961848621,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6184,False,"{'a': 0.9, 'e': 0.002062162684582039}",35,26,19.82624757285775,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6185,False,"{'a': 0.9, 'e': 0.0020601015526351906}",25,11,23.10092067623134,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6186,False,"{'a': 0.9, 'e': 0.0020580424807900683}",20,16,9.512527787674347,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6187,False,"{'a': 0.9, 'e': 0.002055985466987597}",25,11,25.38803796402096,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6188,False,"{'a': 0.9, 'e': 0.002053930509170765}",25,13,21.371082449623884,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6189,False,"{'a': 0.9, 'e': 0.002051877605284612}",35,22,26.351794092284564,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6190,False,"{'a': 0.9, 'e': 0.002049826753276235}",25,13,22.062009237124,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6191,False,"{'a': 0.9, 'e': 0.0020477779510947843}",25,17,14.446680721786933,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6192,False,"{'a': 0.9, 'e': 0.0020457311966914533}",25,4,32.50441985026398,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
6193,False,"{'a': 0.9, 'e': 0.0020436864880194897}",30,15,28.315021407315406,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6194,False,"{'a': 0.9, 'e': 0.002041643823034186}",35,21,27.020784358084786,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6195,False,"{'a': 0.9, 'e': 0.002039603199692874}",20,16,7.621000548208006,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6196,False,"{'a': 0.9, 'e': 0.002037564615954933}",25,10,23.35885599815677,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6197,False,"{'a': 0.9, 'e': 0.0020355280697817763}",20,7,26.584038940593565,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6198,False,"{'a': 0.9, 'e': 0.0020334935591368587}",35,8,45.26600578562526,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
6199,False,"{'a': 0.9, 'e': 0.0020314610819856718}",25,11,26.206082421618007,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6200,False,"{'a': 0.9, 'e': 0.002029430636295734}",25,13,22.94656101632508,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6201,False,"{'a': 0.9, 'e': 0.002027402220036602}",20,4,24.328237856794736,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6202,False,"{'a': 0.9, 'e': 0.0020253758311798604}",25,16,18.484160450393475,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6203,False,"{'a': 0.9, 'e': 0.0020233514676991173}",30,16,30.460949033825585,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6204,False,"{'a': 0.9, 'e': 0.002021329127570012}",25,7,33.06939056950939,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6205,False,"{'a': 0.9, 'e': 0.0020193088087702015}",30,20,21.32766646747144,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6206,False,"{'a': 0.9, 'e': 0.0020172905092793675}",30,14,25.80542313491535,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6207,False,"{'a': 0.9, 'e': 0.0020152742270792127}",25,18,16.185255538072088,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6208,False,"{'a': 0.9, 'e': 0.0020132599601534514}",25,13,19.1665334778913,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6209,False,"{'a': 0.9, 'e': 0.0020112477064878178}",25,14,17.324497063475302,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6210,False,"{'a': 0.9, 'e': 0.0020092374640700602}",25,20,8.529446919625341,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6211,False,"{'a': 0.9, 'e': 0.0020072292308899323}",30,22,17.668851972321765,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6212,False,"{'a': 0.9, 'e': 0.0020052230049392044}",30,19,18.218053946604538,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6213,False,"{'a': 0.9, 'e': 0.0020032187842116468}",20,14,13.78167680412088,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6214,False,"{'a': 0.9, 'e': 0.00200121656670304}",20,9,18.99623344090613,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6215,False,"{'a': 0.9, 'e': 0.0019992163504111687}",25,13,22.721252651402978,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6216,False,"{'a': 0.9, 'e': 0.0019972181333358127}",30,18,24.05174290168194,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6217,False,"{'a': 0.9, 'e': 0.0019952219134787563}",30,11,35.58814453609365,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
6218,False,"{'a': 0.9, 'e': 0.0019932276888437817}",25,10,26.933455962170907,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6219,False,"{'a': 0.9, 'e': 0.0019912354574366602}",25,15,16.35068700011121,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6220,False,"{'a': 0.9, 'e': 0.0019892452172651635}",25,11,26.885750032204314,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6221,False,"{'a': 0.9, 'e': 0.0019872569663390485}",20,8,22.98672893245834,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6222,False,"{'a': 0.9, 'e': 0.0019852707026700653}",30,18,26.50738506784927,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6223,False,"{'a': 0.9, 'e': 0.0019832864242719517}",20,6,24.007622515770482,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6224,False,"{'a': 0.9, 'e': 0.001981304129160426}",25,11,28.47506878995859,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6225,False,"{'a': 0.9, 'e': 0.001979323815353195}",30,19,22.310423261378013,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6226,False,"{'a': 0.9, 'e': 0.0019773454808699456}",30,11,35.14742496204005,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
6227,False,"{'a': 0.9, 'e': 0.00197536912373234}",20,11,16.55262864489737,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6228,False,"{'a': 0.9, 'e': 0.001973394741964025}",20,9,22.04825170104415,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6229,False,"{'a': 0.9, 'e': 0.0019714223335906144}",35,24,24.74878602291384,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6230,False,"{'a': 0.9, 'e': 0.0019694518966397014}",30,17,23.48595302740121,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6231,False,"{'a': 0.9, 'e': 0.0019674834291408512}",25,11,24.86606434466071,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6232,False,"{'a': 0.9, 'e': 0.0019655169291255925}",25,11,28.5793197526666,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6233,False,"{'a': 0.9, 'e': 0.0019635523946274266}",20,14,11.263545546692088,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6234,False,"{'a': 0.9, 'e': 0.0019615898236818204}",30,12,34.56000554521075,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6235,False,"{'a': 0.9, 'e': 0.0019596292143262}",20,15,8.574326209538102,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6236,False,"{'a': 0.9, 'e': 0.0019576705645999587}",30,13,29.102863303313033,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6237,False,"{'a': 0.9, 'e': 0.001955713872544444}",20,14,12.856273980939834,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6238,False,"{'a': 0.9, 'e': 0.001953759136202964}",20,16,7.642313464119461,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6239,False,"{'a': 0.9, 'e': 0.001951806353620785}",20,10,16.450816478017675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6240,False,"{'a': 0.9, 'e': 0.0019498555228451206}",30,14,29.409426375900498,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6241,False,"{'a': 0.9, 'e': 0.0019479066419251416}",25,18,14.503900547672885,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6242,False,"{'a': 0.9, 'e': 0.0019459597089119686}",25,14,18.91431560281525,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6243,False,"{'a': 0.9, 'e': 0.0019440147218586648}",20,15,8.151784064718079,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6244,False,"{'a': 0.9, 'e': 0.0019420716788202466}",30,16,23.609609320913197,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6245,False,"{'a': 0.9, 'e': 0.0019401305778536675}",20,14,12.063559995726067,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6246,False,"{'a': 0.9, 'e': 0.0019381914170178277}",30,19,20.921257852588067,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6247,False,"{'a': 0.9, 'e': 0.0019362541943735683}",20,11,17.026342022128315,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6248,False,"{'a': 0.9, 'e': 0.001934318907983663}",20,2,29.521747067574815,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6249,False,"{'a': 0.9, 'e': 0.0019323855559128268}",25,10,27.903398831073602,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6250,False,"{'a': 0.9, 'e': 0.0019304541362277093}",20,8,19.923989075731246,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6251,False,"{'a': 0.9, 'e': 0.001928524646996887}",25,15,19.69189886356415,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6252,False,"{'a': 0.9, 'e': 0.0019265970862908743}",20,12,13.135885370399816,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6253,False,"{'a': 0.9, 'e': 0.0019246714521821066}",25,17,14.874759639267047,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6254,False,"{'a': 0.9, 'e': 0.0019227477427449515}",20,9,21.326773497355358,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6255,False,"{'a': 0.9, 'e': 0.0019208259560557013}",20,16,7.334421195163824,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6256,False,"{'a': 0.9, 'e': 0.0019189060901925654}",20,14,11.732601494683227,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6257,False,"{'a': 0.9, 'e': 0.0019169881432356795}",30,12,36.71234965926728,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6258,False,"{'a': 0.9, 'e': 0.0019150721132670983}",20,6,25.075513328690416,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6259,False,"{'a': 0.9, 'e': 0.0019131579983707883}",20,10,16.354933911299796,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6260,False,"{'a': 0.9, 'e': 0.0019112457966326377}",20,8,21.63318867810766,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6261,False,"{'a': 0.9, 'e': 0.0019093355061404415}",30,20,18.75532459811701,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6262,False,"{'a': 0.9, 'e': 0.0019074271249839103}",25,11,25.623582537292645,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6263,False,"{'a': 0.9, 'e': 0.001905520651254665}",25,8,32.88784393525636,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6264,False,"{'a': 0.9, 'e': 0.001903616083046228}",25,15,19.83631919373304,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6265,False,"{'a': 0.9, 'e': 0.0019017134184540325}",30,13,30.470091488884044,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6266,False,"{'a': 0.9, 'e': 0.0018998126555754159}",30,23,10.709562466366984,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6267,False,"{'a': 0.9, 'e': 0.001897913792509611}",25,15,17.6310907685457,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6268,False,"{'a': 0.9, 'e': 0.001896016827357759}",30,18,23.836490616702612,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6269,False,"{'a': 0.9, 'e': 0.0018941217582228904}",20,11,17.214084911295544,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6270,False,"{'a': 0.9, 'e': 0.001892228583209938}",25,20,11.337092229744398,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6271,False,"{'a': 0.9, 'e': 0.001890337300425728}",25,11,26.270746269204228,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6272,False,"{'a': 0.9, 'e': 0.0018884479079789745}",20,12,14.54449924329099,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6273,False,"{'a': 0.9, 'e': 0.0018865604039802878}",20,14,12.510023193277817,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6274,False,"{'a': 0.9, 'e': 0.0018846747865421609}",20,12,13.767410914001259,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6275,False,"{'a': 0.9, 'e': 0.0018827910537789773}",25,14,18.59592892015545,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6276,False,"{'a': 0.9, 'e': 0.0018809092038070063}",20,11,19.137790046553057,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6277,False,"{'a': 0.9, 'e': 0.001879029234744394}",20,12,14.66872952679444,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6278,False,"{'a': 0.9, 'e': 0.001877151144711173}",20,13,11.499036067326818,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6279,False,"{'a': 0.9, 'e': 0.001875274931829255}",25,0,40.13052362135002,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
6280,False,"{'a': 0.9, 'e': 0.0018734005942224233}",20,8,22.86641875541522,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6281,False,"{'a': 0.9, 'e': 0.0018715281300163437}",25,17,15.567760646608395,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6282,False,"{'a': 0.9, 'e': 0.0018696575373385483}",20,10,18.739636820159184,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6283,False,"{'a': 0.9, 'e': 0.001867788814318446}",20,9,20.730440020674276,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6284,False,"{'a': 0.9, 'e': 0.0018659219590873154}",20,4,30.794859680485594,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6285,False,"{'a': 0.9, 'e': 0.0018640569697782978}",30,24,11.218895929168351,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6286,False,"{'a': 0.9, 'e': 0.0018621938445264052}",30,15,28.227650622996343,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6287,False,"{'a': 0.9, 'e': 0.001860332581468514}",20,15,7.256827775612216,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6288,False,"{'a': 0.9, 'e': 0.0018584731787433578}",25,10,24.574039553010216,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6289,False,"{'a': 0.9, 'e': 0.0018566156344915368}",30,16,26.196477607983404,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6290,False,"{'a': 0.9, 'e': 0.0018547599468555032}",20,12,-28.641172217449025,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
6291,False,"{'a': 0.9, 'e': 0.001852906113979571}",30,15,27.557083025393464,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6292,False,"{'a': 0.9, 'e': 0.001851054134009909}",25,10,29.024805378243563,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6293,False,"{'a': 0.9, 'e': 0.0018492040050945336}",20,13,12.876744924482674,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6294,False,"{'a': 0.9, 'e': 0.0018473557253833174}",20,6,26.635992463566826,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6295,False,"{'a': 0.9, 'e': 0.0018455092930279823}",35,21,27.27983035029371,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6296,False,"{'a': 0.9, 'e': 0.001843664706182092}",30,12,35.88244226442858,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6297,False,"{'a': 0.9, 'e': 0.0018418219630010634}",25,11,27.727191873832545,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6298,False,"{'a': 0.9, 'e': 0.0018399810616421496}",20,16,7.1081574493395525,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6299,False,"{'a': 0.9, 'e': 0.0018381420002644509}",20,12,16.48347988880909,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6300,False,"{'a': 0.9, 'e': 0.0018363047770289071}",20,13,12.656988637095408,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6301,False,"{'a': 0.9, 'e': 0.0018344693900982918}",25,15,16.53242478766726,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6302,False,"{'a': 0.9, 'e': 0.0018326358376372196}",25,18,14.889672116522382,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6303,False,"{'a': 0.9, 'e': 0.001830804117812139}",30,15,29.97633384989004,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6304,False,"{'a': 0.9, 'e': 0.0018289742287913276}",20,14,11.0735497999643,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6305,False,"{'a': 0.9, 'e': 0.001827146168744899}",20,8,22.24151572439305,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6306,False,"{'a': 0.9, 'e': 0.0018253199358447894}",20,10,18.04599867322937,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6307,False,"{'a': 0.9, 'e': 0.001823495528264768}",25,13,18.32302935743775,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6308,False,"{'a': 0.9, 'e': 0.0018216729441804284}",25,13,21.592013670371546,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6309,False,"{'a': 0.9, 'e': 0.001819852181769183}",25,12,25.803555568497398,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6310,False,"{'a': 0.9, 'e': 0.0018180332392102713}",20,8,21.278819706724676,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6311,False,"{'a': 0.9, 'e': 0.001816216114684752}",20,15,11.874903331856302,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6312,False,"{'a': 0.9, 'e': 0.0018144008063754968}",30,10,40.710831734753846,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
6313,False,"{'a': 0.9, 'e': 0.001812587312467201}",20,7,22.826545721511593,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6314,False,"{'a': 0.9, 'e': 0.001810775631146367}",25,5,30.06547491660973,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
6315,False,"{'a': 0.9, 'e': 0.0018089657606013153}",25,17,14.042798427658884,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6316,False,"{'a': 0.9, 'e': 0.0018071576990221763}",20,11,17.030810929553596,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6317,False,"{'a': 0.9, 'e': 0.0018053514446008854}",35,22,23.542592411915447,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6318,False,"{'a': 0.9, 'e': 0.0018035469955311894}",30,20,19.427633744658944,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6319,False,"{'a': 0.9, 'e': 0.0018017443500086409}",25,15,18.545988728998342,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6320,False,"{'a': 0.9, 'e': 0.0017999435062305911}",20,12,15.961728792007575,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6321,False,"{'a': 0.9, 'e': 0.001798144462396199}",25,8,31.872429113699624,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6322,False,"{'a': 0.9, 'e': 0.0017963472167064176}",20,8,21.734788601454746,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6323,False,"{'a': 0.9, 'e': 0.0017945517673640026}",20,3,29.660238876561916,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6324,False,"{'a': 0.9, 'e': 0.001792758112573506}",25,16,18.19678278121057,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6325,False,"{'a': 0.9, 'e': 0.0017909662505412698}",20,16,9.095354076974152,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6326,False,"{'a': 0.9, 'e': 0.0017891761794754334}",30,21,18.906568364093054,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6327,False,"{'a': 0.9, 'e': 0.0017873878975859273}",30,15,28.82954636503945,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6328,False,"{'a': 0.9, 'e': 0.001785601403084466}",25,17,14.133014206492591,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6329,False,"{'a': 0.9, 'e': 0.0017838166941845583}",20,6,22.570136741234734,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6330,False,"{'a': 0.9, 'e': 0.0017820337691014916}",20,14,13.73570947834058,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6331,False,"{'a': 0.9, 'e': 0.0017802526260523427}",20,14,12.439971350077375,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6332,False,"{'a': 0.9, 'e': 0.0017784732632559698}",25,13,19.569122614380248,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6333,False,"{'a': 0.9, 'e': 0.0017766956789330068}",20,6,25.914794063339407,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6334,False,"{'a': 0.9, 'e': 0.0017749198713058708}",20,16,9.190317152245786,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6335,False,"{'a': 0.9, 'e': 0.0017731458385987554}",20,5,24.124101701731274,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6336,False,"{'a': 0.9, 'e': 0.001771373579037625}",30,24,12.462157896832645,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6337,False,"{'a': 0.9, 'e': 0.0017696030908502228}",30,19,20.4958459416523,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6338,False,"{'a': 0.9, 'e': 0.0017678343722660572}",20,14,10.198230401818318,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6339,False,"{'a': 0.9, 'e': 0.0017660674215164113}",25,18,13.576717855534103,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6340,False,"{'a': 0.9, 'e': 0.0017643022368343355}",25,15,21.940036941735904,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6341,False,"{'a': 0.9, 'e': 0.001762538816454642}",25,10,22.57375132022075,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6342,False,"{'a': 0.9, 'e': 0.0017607771586139122}",25,15,18.99546031807511,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6343,False,"{'a': 0.9, 'e': 0.001759017261550489}",20,7,20.43417017722591,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6344,False,"{'a': 0.9, 'e': 0.0017572591235044724}",30,12,28.76606439307583,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6345,False,"{'a': 0.9, 'e': 0.0017555027427177273}",25,13,21.98729023878966,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6346,False,"{'a': 0.9, 'e': 0.0017537481174338698}",25,16,17.573621526102603,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6347,False,"{'a': 0.9, 'e': 0.0017519952458982758}",30,19,18.9407937513975,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6348,False,"{'a': 0.9, 'e': 0.0017502441263580752}",20,6,24.184190314973094,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6349,False,"{'a': 0.9, 'e': 0.0017484947570621451}",20,8,22.66146360023192,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6350,False,"{'a': 0.9, 'e': 0.0017467471362611182}",25,19,11.36468811187232,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6351,False,"{'a': 0.9, 'e': 0.0017450012622073742}",20,10,19.550846088442853,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6352,False,"{'a': 0.9, 'e': 0.0017432571331550365}",25,16,17.301764471273373,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6353,False,"{'a': 0.9, 'e': 0.0017415147473599788}",25,14,21.465849806055225,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6354,False,"{'a': 0.9, 'e': 0.001739774103079812}",20,10,17.563338497421093,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6355,False,"{'a': 0.9, 'e': 0.0017380351985738934}",20,8,23.77216668595603,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
