trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
8820,False,"{'a': 0.9, 'e': 0.00014774836023203364}",25,3,38.98696082870262,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
8821,False,"{'a': 0.9, 'e': 0.00014760068572136322}",35,23,24.93488131220562,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8822,False,"{'a': 0.9, 'e': 0.00014745315881139058}",25,7,31.979103039418384,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8823,False,"{'a': 0.9, 'e': 0.0001473057793545893}",20,16,6.706094312068784,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
8824,False,"{'a': 0.9, 'e': 0.00014715854720357964}",25,16,16.92691615401249,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8825,False,"{'a': 0.9, 'e': 0.00014701146221112919}",20,3,28.60968785243412,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8826,False,"{'a': 0.9, 'e': 0.00014686452423015345}",20,16,7.39924529864807,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
8827,False,"{'a': 0.9, 'e': 0.0001467177331137142}",30,13,34.073639557812676,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8828,False,"{'a': 0.9, 'e': 0.0001465710887150203}",20,3,30.785834182436282,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8829,False,"{'a': 0.9, 'e': 0.00014642459088742702}",25,16,18.031343314789247,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8830,False,"{'a': 0.9, 'e': 0.00014627823948443712}",25,13,24.424560937605595,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8831,False,"{'a': 0.9, 'e': 0.0001461320343596989}",30,16,27.460952246635358,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8832,False,"{'a': 0.9, 'e': 0.00014598597536700695}",35,20,24.18835214937449,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8833,False,"{'a': 0.9, 'e': 0.0001458400623603028}",20,11,16.438244905663613,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8834,False,"{'a': 0.9, 'e': 0.00014569429519367314}",20,0,32.7112107936828,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
8835,False,"{'a': 0.9, 'e': 0.00014554867372135058}",30,11,37.61031714519529,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
8836,False,"{'a': 0.9, 'e': 0.00014540319779771414}",35,23,23.780569174881578,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8837,False,"{'a': 0.9, 'e': 0.0001452578672772876}",25,14,22.095692553193828,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8838,False,"{'a': 0.9, 'e': 0.00014511268201474018}",30,13,33.34429338156463,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8839,False,"{'a': 0.9, 'e': 0.0001449676418648871}",25,15,18.511051092938427,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8840,False,"{'a': 0.9, 'e': 0.000144822746682688}",25,16,17.763590864323515,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8841,False,"{'a': 0.9, 'e': 0.00014467799632324766}",20,6,27.538023100331685,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8842,False,"{'a': 0.9, 'e': 0.0001445333906418154}",20,8,23.859756520692937,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8843,False,"{'a': 0.9, 'e': 0.00014438892949378613}",30,13,31.67162699617457,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8844,False,"{'a': 0.9, 'e': 0.00014424461273469834}",30,12,32.88151293089574,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8845,False,"{'a': 0.9, 'e': 0.00014410044022023508}",25,11,22.52398625204735,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8846,False,"{'a': 0.9, 'e': 0.0001439564118062243}",30,17,24.425000183928343,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
8847,False,"{'a': 0.9, 'e': 0.00014381252734863733}",30,11,37.1284632471102,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
8848,False,"{'a': 0.9, 'e': 0.0001436687867035894}",20,14,12.878462652000792,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8849,False,"{'a': 0.9, 'e': 0.00014352518972734045}",25,11,28.814448671890315,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8850,False,"{'a': 0.9, 'e': 0.00014338173627629318}",25,15,18.05531501650149,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8851,False,"{'a': 0.9, 'e': 0.00014323842620699386}",25,19,13.97791700815145,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8852,False,"{'a': 0.9, 'e': 0.00014309525937613294}",25,11,22.86164642506124,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8853,False,"{'a': 0.9, 'e': 0.00014295223564054333}",25,1,38.99688364853878,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
8854,False,"{'a': 0.9, 'e': 0.000142809354857201}",20,14,10.488542494546277,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8855,False,"{'a': 0.9, 'e': 0.00014266661688322571}",20,8,20.378748548681187,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8856,False,"{'a': 0.9, 'e': 0.00014252402157587918}",30,13,28.960364736927737,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8857,False,"{'a': 0.9, 'e': 0.0001423815687925661}",35,10,49.41001718576595,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
8858,False,"{'a': 0.9, 'e': 0.00014223925839083342}",20,16,8.048646969053637,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
8859,False,"{'a': 0.9, 'e': 0.00014209709022837123}",20,12,14.004222874248939,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8860,False,"{'a': 0.9, 'e': 0.00014195506416301115}",30,10,38.53779788077834,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
8861,False,"{'a': 0.9, 'e': 0.00014181318005272676}",25,19,10.319643687382655,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8862,False,"{'a': 0.9, 'e': 0.00014167143775563454}",30,13,31.12784269878566,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8863,False,"{'a': 0.9, 'e': 0.00014152983712999184}",25,6,32.892678087594284,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
8864,False,"{'a': 0.9, 'e': 0.00014138837803419783}",20,14,10.842348364585163,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8865,False,"{'a': 0.9, 'e': 0.00014124706032679388}",20,11,17.88938007638895,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8866,False,"{'a': 0.9, 'e': 0.00014110588386646205}",20,14,8.883593056344335,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8867,False,"{'a': 0.9, 'e': 0.00014096484851202558}",30,16,24.679537107334056,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8868,False,"{'a': 0.9, 'e': 0.0001408239541224496}",20,8,20.507313774830696,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8869,False,"{'a': 0.9, 'e': 0.0001406832005568395}",20,6,24.61112076121282,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8870,False,"{'a': 0.9, 'e': 0.00014054258767444143}",20,14,12.697398937523346,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8871,False,"{'a': 0.9, 'e': 0.00014040211533464302}",25,20,8.98162872386692,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
8872,False,"{'a': 0.9, 'e': 0.0001402617833969716}",30,13,32.044406064739675,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8873,False,"{'a': 0.9, 'e': 0.0001401215917210953}",30,13,31.25454038835035,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8874,False,"{'a': 0.9, 'e': 0.00013998154016682212}",20,8,22.87836037494995,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8875,False,"{'a': 0.9, 'e': 0.00013984162859410104}",20,8,20.474770472098996,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8876,False,"{'a': 0.9, 'e': 0.0001397018568630202}",25,17,15.479741288213955,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8877,False,"{'a': 0.9, 'e': 0.0001395622248338076}",25,9,27.284641509633406,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
8878,False,"{'a': 0.9, 'e': 0.00013942273236683175}",20,11,13.945550488242977,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8879,False,"{'a': 0.9, 'e': 0.00013928337932259986}",25,7,34.26037507320761,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8880,False,"{'a': 0.9, 'e': 0.00013914416556175865}",20,7,26.178040971259225,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
8881,False,"{'a': 0.9, 'e': 0.00013900509094509487}",20,13,10.427737483646574,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8882,False,"{'a': 0.9, 'e': 0.00013886615533353357}",25,18,10.577513991387375,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8883,False,"{'a': 0.9, 'e': 0.00013872735858813897}",20,7,22.263935018815726,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
8884,False,"{'a': 0.9, 'e': 0.00013858870057011476}",30,19,23.05657451106101,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8885,False,"{'a': 0.9, 'e': 0.00013845018114080267}",20,8,24.569373132532235,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8886,False,"{'a': 0.9, 'e': 0.000138311800161683}",20,13,15.28867747940521,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8887,False,"{'a': 0.9, 'e': 0.00013817355749437527}",20,10,17.616935226648803,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8888,False,"{'a': 0.9, 'e': 0.00013803545300063654}",30,13,34.63738752631814,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8889,False,"{'a': 0.9, 'e': 0.00013789748654236233}",25,10,30.579178881707794,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8890,False,"{'a': 0.9, 'e': 0.0001377596579815859}",20,14,13.248841216214233,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8891,False,"{'a': 0.9, 'e': 0.00013762196718047917}",30,16,28.966852085655,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8892,False,"{'a': 0.9, 'e': 0.0001374844140013511}",25,19,10.962829357658102,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8893,False,"{'a': 0.9, 'e': 0.00013734699830664825}",20,3,27.089343009490577,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8894,False,"{'a': 0.9, 'e': 0.0001372097199589554}",25,14,24.407298859000296,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8895,False,"{'a': 0.9, 'e': 0.0001370725788209939}",30,15,27.8025523607001,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8896,False,"{'a': 0.9, 'e': 0.00013693557475562244}",20,14,10.783692422504185,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8897,False,"{'a': 0.9, 'e': 0.0001367987076258374}",30,19,23.13136283417675,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8898,False,"{'a': 0.9, 'e': 0.00013666197729477134}",30,20,21.39006744958509,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8899,False,"{'a': 0.9, 'e': 0.00013652538362569374}",20,9,21.14698864351317,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8900,False,"{'a': 0.9, 'e': 0.0001363889264820114}",25,16,19.254908490898348,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8901,False,"{'a': 0.9, 'e': 0.0001362526057272669}",20,9,24.61778769458513,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8902,False,"{'a': 0.9, 'e': 0.00013611642122513925}",25,9,29.011930344252313,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
8903,False,"{'a': 0.9, 'e': 0.00013598037283944439}",20,9,22.52339598633375,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8904,False,"{'a': 0.9, 'e': 0.0001358444604341337}",25,18,12.253550705395034,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8905,False,"{'a': 0.9, 'e': 0.00013570868387329478}",30,18,24.87152611563184,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8906,False,"{'a': 0.9, 'e': 0.0001355730430211508}",20,12,14.935116784065068,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8907,False,"{'a': 0.9, 'e': 0.00013543753774206138}",25,8,30.107719712033067,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8908,False,"{'a': 0.9, 'e': 0.00013530216790052097}",35,22,26.05214542488406,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
8909,False,"{'a': 0.9, 'e': 0.0001351669333611595}",20,13,13.058336380621832,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8910,False,"{'a': 0.9, 'e': 0.00013503183398874292}",20,5,28.36126610499616,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8911,False,"{'a': 0.9, 'e': 0.00013489686964817155}",25,16,16.944822607961548,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8912,False,"{'a': 0.9, 'e': 0.00013476204020448085}",30,16,27.569643122245594,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8913,False,"{'a': 0.9, 'e': 0.00013462734552284182}",20,7,27.113156963380998,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
8914,False,"{'a': 0.9, 'e': 0.00013449278546855955}",25,15,19.18200971207942,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8915,False,"{'a': 0.9, 'e': 0.00013435835990707368}",20,11,16.42902862531933,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8916,False,"{'a': 0.9, 'e': 0.00013422406870395917}",20,12,16.462175181795864,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8917,False,"{'a': 0.9, 'e': 0.00013408991172492456}",20,14,13.612555410364841,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8918,False,"{'a': 0.9, 'e': 0.0001339558888358126}",20,12,12.75627800885495,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8919,False,"{'a': 0.9, 'e': 0.00013382199990260088}",20,9,19.68469595435299,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8920,False,"{'a': 0.9, 'e': 0.00013368824479140023}",30,20,21.337587261980122,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8921,False,"{'a': 0.9, 'e': 0.0001335546233684555}",20,10,17.947094089026418,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8922,False,"{'a': 0.9, 'e': 0.000133421135500145}",25,16,19.32171132790021,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8923,False,"{'a': 0.9, 'e': 0.00013328778105298138}",20,6,22.917391968337192,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8924,False,"{'a': 0.9, 'e': 0.00013315455989360993}",20,10,17.063877369801975,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8925,False,"{'a': 0.9, 'e': 0.0001330214718888092}",20,14,10.543535491828862,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8926,False,"{'a': 0.9, 'e': 0.00013288851690549172}",30,20,16.390880903018807,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8927,False,"{'a': 0.9, 'e': 0.00013275569481070222}",20,3,27.123554156230202,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8928,False,"{'a': 0.9, 'e': 0.00013262300547161834}",20,12,14.296583481017374,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8929,False,"{'a': 0.9, 'e': 0.00013249044875555122}",25,14,23.763567638297573,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8930,False,"{'a': 0.9, 'e': 0.0001323580245299439}",20,16,10.033078984600468,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
8931,False,"{'a': 0.9, 'e': 0.0001322257326623719}",20,11,17.888725357038748,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8932,False,"{'a': 0.9, 'e': 0.0001320935730205438}",20,16,6.815631291825426,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
8933,False,"{'a': 0.9, 'e': 0.00013196154547229975}",20,11,15.827591126517833,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8934,False,"{'a': 0.9, 'e': 0.00013182964988561193}",20,16,6.796529037360419,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
8935,False,"{'a': 0.9, 'e': 0.00013169788612858523}",20,10,17.778772825959688,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8936,False,"{'a': 0.9, 'e': 0.0001315662540694556}",20,2,33.11442977081226,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8937,False,"{'a': 0.9, 'e': 0.00013143475357659104}",20,8,24.448795025430805,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8938,False,"{'a': 0.9, 'e': 0.00013130338451849076}",25,17,15.156212261449664,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8939,False,"{'a': 0.9, 'e': 0.00013117214676378617}",20,15,9.57306831593058,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
8940,False,"{'a': 0.9, 'e': 0.00013104104018123928}",20,13,11.052864641144808,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8941,False,"{'a': 0.9, 'e': 0.00013091006463974327}",30,21,17.111446154128508,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8942,False,"{'a': 0.9, 'e': 0.00013077922000832303}",30,16,29.21488647653813,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8943,False,"{'a': 0.9, 'e': 0.0001306485061561337}",20,10,19.47507571082432,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8944,False,"{'a': 0.9, 'e': 0.00013051792295246117}",20,16,7.226347622997349,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
8945,False,"{'a': 0.9, 'e': 0.0001303874702667227}",20,12,15.484388140593989,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8946,False,"{'a': 0.9, 'e': 0.00013025714796846536}",30,18,26.92802144749995,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8947,False,"{'a': 0.9, 'e': 0.00013012695592736664}",20,10,22.01580097806986,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8948,False,"{'a': 0.9, 'e': 0.0001299968940132349}",30,15,29.172978729636355,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8949,False,"{'a': 0.9, 'e': 0.000129866962096008}",20,8,21.060063203117302,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8950,False,"{'a': 0.9, 'e': 0.0001297371600457538}",25,20,11.116754741352587,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
8951,False,"{'a': 0.9, 'e': 0.0001296074877326707}",20,13,13.651763821793955,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8952,False,"{'a': 0.9, 'e': 0.00012947794502708612}",30,19,22.103747050756247,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8953,False,"{'a': 0.9, 'e': 0.00012934853179945733}",20,10,16.736372037344598,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8954,False,"{'a': 0.9, 'e': 0.00012921924792037092}",25,8,30.669209849749148,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8955,False,"{'a': 0.9, 'e': 0.00012909009326054344}",25,15,19.09564561525328,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8956,False,"{'a': 0.9, 'e': 0.00012896106769081996}",20,0,31.784311605783508,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
8957,False,"{'a': 0.9, 'e': 0.0001288321710821747}",20,15,11.131052499889572,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
8958,False,"{'a': 0.9, 'e': 0.00012870340330571145}",20,14,10.776105680025442,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8959,False,"{'a': 0.9, 'e': 0.00012857476423266227}",30,4,43.88934837073232,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
8960,False,"{'a': 0.9, 'e': 0.0001284462537343878}",25,8,31.371730159104548,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8961,False,"{'a': 0.9, 'e': 0.00012831787168237797}",35,24,25.17256993026979,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8962,False,"{'a': 0.9, 'e': 0.00012818961794825056}",20,8,20.48384959252545,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8963,False,"{'a': 0.9, 'e': 0.00012806149240375151}",25,15,18.0642806325502,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8964,False,"{'a': 0.9, 'e': 0.0001279334949207558}",20,12,17.477398946721884,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8965,False,"{'a': 0.9, 'e': 0.00012780562537126564}",20,10,16.666523947820608,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8966,False,"{'a': 0.9, 'e': 0.00012767788362741153}",20,2,32.52565696618256,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8967,False,"{'a': 0.9, 'e': 0.00012755026956145146}",20,7,23.939041362617804,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
8968,False,"{'a': 0.9, 'e': 0.00012742278304577178}",25,15,17.87702749176528,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8969,False,"{'a': 0.9, 'e': 0.00012729542395288577}",20,6,24.512203162643743,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8970,False,"{'a': 0.9, 'e': 0.0001271681921554341}",20,8,21.86648023416508,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8971,False,"{'a': 0.9, 'e': 0.00012704108752618543}",20,12,16.645283352631967,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8972,False,"{'a': 0.9, 'e': 0.00012691410993803486}",20,0,29.2994718581233,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
8973,False,"{'a': 0.9, 'e': 0.00012678725926400456}",20,8,17.846718997060854,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8974,False,"{'a': 0.9, 'e': 0.00012666053537724434}",30,13,35.985096063240654,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8975,False,"{'a': 0.9, 'e': 0.00012653393815103005}",30,20,18.574457389048405,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8976,False,"{'a': 0.9, 'e': 0.0001264074674587642}",25,16,17.822695402918313,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8977,False,"{'a': 0.9, 'e': 0.0001262811231739766}",20,15,6.8560174758538075,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
8978,False,"{'a': 0.9, 'e': 0.0001261549051703227}",25,11,25.659412489858795,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8979,False,"{'a': 0.9, 'e': 0.00012602881332158424}",25,13,24.172798001559613,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8980,False,"{'a': 0.9, 'e': 0.00012590284750166984}",20,16,9.266285134693021,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
8981,False,"{'a': 0.9, 'e': 0.00012577700758461342}",25,15,19.4919372122527,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8982,False,"{'a': 0.9, 'e': 0.00012565129344457507}",20,6,22.732711020596803,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8983,False,"{'a': 0.9, 'e': 0.00012552570495584042}",25,19,12.255526494389228,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8984,False,"{'a': 0.9, 'e': 0.0001254002419928214}",25,15,18.248665792577636,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8985,False,"{'a': 0.9, 'e': 0.00012527490443005484}",25,13,26.291586235440395,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8986,False,"{'a': 0.9, 'e': 0.00012514969214220292}",25,7,30.416879957531272,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8987,False,"{'a': 0.9, 'e': 0.00012502460500405377}",35,17,32.097807812858406,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8988,False,"{'a': 0.9, 'e': 0.00012489964289052007}",20,8,20.406744479102443,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8989,False,"{'a': 0.9, 'e': 0.00012477480567663944}",25,3,32.186946102991115,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
8990,False,"{'a': 0.9, 'e': 0.0001246500932375751}",30,20,21.773797734394833,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8991,False,"{'a': 0.9, 'e': 0.0001245255054486144}",20,3,26.75084605455372,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8992,False,"{'a': 0.9, 'e': 0.0001244010421851693}",30,13,29.728480396292174,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8993,False,"{'a': 0.9, 'e': 0.00012427670332277696}",35,20,32.35251477254887,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8994,False,"{'a': 0.9, 'e': 0.0001241524887370983}",25,17,12.97376421101879,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8995,False,"{'a': 0.9, 'e': 0.0001240283983039185}",20,8,22.542863211302393,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8996,False,"{'a': 0.9, 'e': 0.0001239044318991476}",25,5,37.74960175274852,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
8997,False,"{'a': 0.9, 'e': 0.00012378058939881888}",25,13,17.269175962325317,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8998,False,"{'a': 0.9, 'e': 0.00012365687067908987}",25,18,11.714165616148236,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8999,False,"{'a': 0.9, 'e': 0.00012353327561624166}",30,17,22.2166483452267,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
9000,False,"{'a': 0.9, 'e': 0.00012340980408667956}",20,6,22.495829581676226,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
